10050,47810
10110,24105
10150,41214
10200,73738
10250,39274
10300,2283
10350,182352
10470,38519
10550,31950
10600,12518
10650,8066
10750,301099
10800,5865
10850,6985
10900,75942
10950,2900
11000,2409
11050,2399
11100,39356
11150,2868
11200,1766
11250,18517
11300,32423
11350,29209
11400,12821
11450,56720
11500,145967
11520,75763
11550,137454
11600,2587
11700,1991
11720,50840
11730,49665
11750,4710
11800,68413
11860,1540
12000,4099
12050,9772
12150,4030
12200,7334
12300,11000
12350,12147
12500,7120
12600,38805
12700,8318
12750,35741
12850,187766
12900,9170
12950,4368
13010,8656
13050,4877
13100,162440
13310,27481
13320,34430
13340,9815
13380,46541
13450,24364
13500,3662
13550,12066
13650,4397
13660,4965
13700,3584
13800,62353
13850,2956
13950,99163
14000,156847
14100,13215
14150,78855
14200,16075
14250,1496
14300,5878
14350,28134
14400,19986
14450,55806
14500,109297
14550,9228
14600,6476
14650,189006
14700,31510
14750,11037
14800,52198
14850,42766
14870,20160
14900,180143
14920,7480
14950,2998
15050,67478
15150,39747
15200,76500
15270,22318
15300,13429
15350,27453
15500,6957
15550,2261
15650,15791
15700,18644
15750,12925
15800,5902
15850,6585
15900,148535
15950,62289
16100,5040
16150,38057
16180,14352
16200,14592
16250,166858
16350,178467
16370,57155
16380,72696
16400,64807
16470,37991
16550,128989
16610,22037
16650,97340
16700,103038
16900,63605
16950,92812
17000,22694
17050,7508
17100,35188
17150,210863
17200,169505
17310,56292
17350,5776
17400,6811
17420,169872
17450,3358
17500,10934
17550,85105
17620,13754
17640,7193
17650,6034
17700,1159
17750,59458
17800,3962
17850,3021
17900,6454
17950,2758
18000,140741
18020,9588
18050,63487
18100,3665
18150,8493
18200,6609
18250,67356
18350,44395
18400,43259
18450,192418
18500,52158
18550,149746
18710,15020
18750,12236
19399,1169
19499,12918
20110,11881
20260,11183
20570,93501
20660,118306
20740,29614
20830,42864
20910,91814
21010,13647
21110,159184
21180,182735
21270,6384
21370,36365
21450,74176
21610,252382
21670,12496
21750,20345
21830,16376
21890,136474
22110,42196
22170,126458
22250,10366
22310,131013
22410,19575
22490,18770
22620,100617
22670,135605
22750,210875
22830,60449
22910,14367
22980,5798
23110,83863
23190,19279
23270,167562
23350,15178
23430,142425
23670,149300
23810,72396
23940,7459
24130,41860
24210,111300
24250,7893
24330,71635
24410,103839
24600,93625
24650,109259
24780,50979
24850,34637
24900,28124
24970,169280
25060,107443
25150,28124
25250,147241
25340,144608
25430,17591
25490,15955
25620,13058
25710,60342
25810,11845
25900,91372
25990,6669
26080,3000
26170,27208
26260,16359
26350,93145
26430,9486
26490,25870
26610,20449
26670,5891
26700,26815
26730,32029
26810,41440
26890,4251
26980,151334
27070,154880
27170,35519
27260,161575
27350,74090
27450,144541
27630,7088
29399,804
29499,8308
30250,1294
30300,4720
30370,14456
30410,3215
30450,350
30760,2200
30900,480
31000,1041839
31750,403
31820,89810
31900,17364
31950,514
32070,156169
32250,2053
32260,27668
32270,28715
32310,12169
32330,1225
32450,3229
32500,4152
32600,312
32750,283
32770,1289
33100,893
33200,1791
33220,95312
33360,57891
33430,494501
33610,10628
33620,45749
33800,11568
33830,984
33960,166904
33980,22588
34420,1031
34570,483
34580,34954
34590,278050
34710,4189
34770,112798
34800,1050
34830,266
34860,13076
35010,378045
35250,1142
35300,21237
35600,4619
35670,855
35760,10143
35780,2298
35790,2336
35800,1857
36070,662
36150,976
36250,138666
36300,827
36360,109336
36510,36456
36580,21639
36630,31028
36660,33883
36710,306909
36810,43727
36910,151189
36950,3256
36960,4248
37010,174462
37300,3334
37310,31590
37340,31426
37400,1336
37550,945
37570,270
37600,2409
39399,471
39499,12545
40070,19639
40120,38628
40220,23699
40250,2439
40310,22169
40430,2456
40520,10583
40700,42192
40910,48162
41010,3480
41060,104981
41140,8749
41190,1733
41330,1695
41560,12949
41750,1046
41830,1702
41960,1273
42030,20536
42110,4162
42250,7855
42600,34605
42750,4417
43080,1033
43220,1088
43360,2279
43650,13783
43710,4916
43790,11287
43920,8343
44000,73
44060,82991
44210,8136
44340,62898
44550,29767
44620,25247
44830,2873
45040,19742
45090,8116
45120,4504
45290,34887
45340,159576
45400,875
45540,1731
45680,79115
45890,112815
46090,13985
46300,14086
46450,17333
46510,19955
46670,9245
46860,1398
46970,4702
47140,129109
47290,2100
47490,2102
47630,6556
47700,95467
47800,5525
47910,2586
47980,36840
48050,13841
48130,6662
48260,7000
48340,11624
48410,54962
48540,22088
48640,1253
48750,4397
48830,11024
49399,4437
49499,3067
50080,33650
50210,62296
50250,10001
50280,11761
50350,14404
50420,61262
50490,35209
50560,1567
50630,2226
50770,1588
50840,4319
50910,934
50980,14997
51080,1139
51120,974
51190,31348
51260,30330
51310,24965
51330,85514
51400,14638
51470,546
51540,5787
51610,1174
51680,4427
51750,9280
51820,89683
51890,9127
51960,3999
52030,1067
52100,1063
52170,7605
52240,1079
52310,870
52380,272
52450,1310
52520,1266
52590,3185
52660,12405
52730,5194
52800,8435
52870,5320
52940,678
53010,605
53080,1141
53150,6930
53220,11950
53290,13477
53360,2393
53430,26582
53520,36446
53570,4685
53640,1271
53710,985
53780,106585
53920,3560
53990,23237
54060,3567
54130,1055
54170,152406
54200,53567
54280,31107
54340,4183
54410,1181
54480,512
54550,1982
54620,1045
54690,437
54760,826
54830,29227
54900,1360
54970,1227
55040,2513
55110,69903
55180,9183
55250,1377
55320,95700
55390,384
55460,3282
55530,480
55600,2476
55670,894
55740,8598
55810,643
55880,486
55950,490
56020,715
56090,36529
56160,114
56230,14149
56300,1262
56370,812
56450,875
56520,4219
56580,20534
56620,1437
56730,10557
56790,3192
56860,230
56930,1528
57000,904
57080,16714
57140,1163
57210,4882
57280,15044
57350,1043
57420,2126
57490,104105
57560,22900
57630,105
57700,17746
57770,857
57840,40739
57910,195702
57980,17574
58050,108461
58190,404
58260,616
58330,4387
58400,348
58470,251
58510,32433
58540,895
58570,31549
58610,1847
58680,438
58760,152077
58820,3582
58890,868
59030,277
59100,750
59170,914
59250,1159
59310,1434
59320,419
59330,523
59340,7799
59350,406
59360,1636
59370,3396
59399,416
59499,7297
60210,6194
60410,15460
60610,19329
60810,21355
61010,2262
61210,7977
61410,51852
61510,9704
61610,24615
61810,6827
62010,776
62210,6636
62410,4190
62610,44656
62810,48703
63010,15140
63210,6086
63410,1566
63610,33893
63810,9833
64010,64193
64210,18888
64610,12228
64810,13194
65010,6049
65210,2355
65410,13708
65610,4678
65810,21817
69399,115
69499,1072
70200,25186
70420,6823
70540,181
70620,3720
70700,1106
71000,72930
71300,9098
72200,9187
72300,18994
72330,5831
72800,27703
73600,6121
74050,2580
74500,5924
74560,369
74660,6232
79399,8089
79499,1869
89399,356586
89499,632
99399,3004
99499,25
